,Timestamp,Value
0,2017-07-01T00:00:00,38.40117393421315
1,2017-07-02T00:00:00,38.636858468077875
2,2017-07-03T00:00:00,30.476825014963563
3,2017-07-04T00:00:00,32.5976488400225
4,2017-07-05T00:00:00,34.00712948063576
5,2017-07-06T00:00:00,34.5248140515034
6,2017-07-07T00:00:00,36.82566099682048
7,2017-07-08T00:00:00,37.77201839033808
8,2017-07-09T00:00:00,40.492630156498
9,2017-07-10T00:00:00,30.982871211530806
10,2017-07-11T00:00:00,34.108038706413325
11,2017-07-12T00:00:00,34.71543877183505
12,2017-07-13T00:00:00,34.4459290130963
13,2017-07-14T00:00:00,36.604967736620225
14,2017-07-15T00:00:00,38.70546329854721
15,2017-07-16T00:00:00,38.872328095252435
16,2017-07-17T00:00:00,30.559087253385634
17,2017-07-18T00:00:00,34.2246791899297
18,2017-07-19T00:00:00,34.328122286820324
19,2017-07-20T00:00:00,34.16320117312933
20,2017-07-21T00:00:00,36.76710331393774
21,2017-07-22T00:00:00,37.037059406947165
22,2017-07-23T00:00:00,37.87708081211426
23,2017-07-24T00:00:00,29.32697985084937
24,2017-07-25T00:00:00,31.810144492229618
25,2017-07-26T00:00:00,32.25909472256651
26,2017-07-27T00:00:00,33.93571801003833
27,2017-07-28T00:00:00,35.0959400254796
28,2017-07-29T00:00:00,35.075092725728894
29,2017-07-30T00:00:00,36.305351078138266
30,2017-07-31T00:00:00,28.812901213940613
31,2017-08-01T00:00:00,31.164112952760412
32,2017-08-02T00:00:00,31.68427662460397
33,2017-08-03T00:00:00,31.875261062613127
34,2017-08-04T00:00:00,33.603740811457676
35,2017-08-05T00:00:00,34.21884744539605
36,2017-08-06T00:00:00,34.483910691557256
37,2017-08-07T00:00:00,25.278565592118504
38,2017-08-08T00:00:00,29.028173655114465
39,2017-08-09T00:00:00,29.90524789280782
40,2017-08-10T00:00:00,28.634146662673952
41,2017-08-11T00:00:00,32.005688761695694
42,2017-08-12T00:00:00,32.38228272987923
43,2017-08-13T00:00:00,33.39108035098155
44,2017-08-14T00:00:00,24.89061912033493
45,2017-08-15T00:00:00,27.82765098779337
46,2017-08-16T00:00:00,28.12134980566735
47,2017-08-17T00:00:00,28.06653053184672
48,2017-08-18T00:00:00,31.290324099365357
49,2017-08-19T00:00:00,32.76013000264544
50,2017-08-20T00:00:00,34.59541476976562
51,2017-08-21T00:00:00,25.530148046150813
52,2017-08-22T00:00:00,29.11536150162646
53,2017-08-23T00:00:00,28.01778055186428
54,2017-08-24T00:00:00,30.12834071257562
55,2017-08-25T00:00:00,30.59881457588933
56,2017-08-26T00:00:00,33.796866886232245
57,2017-08-27T00:00:00,34.57295321479982
58,2017-08-28T00:00:00,25.498732574621428
59,2017-08-29T00:00:00,29.497814032885508
60,2017-08-30T00:00:00,30.06919055281082
61,2017-08-31T00:00:00,30.30792272388378
62,2017-09-01T00:00:00,31.59558338112505
63,2017-09-02T00:00:00,33.19319948949643
64,2017-09-03T00:00:00,34.54233977814505
65,2017-09-04T00:00:00,25.98762497541348
66,2017-09-05T00:00:00,30.07058850397153
67,2017-09-06T00:00:00,30.71217579281167
68,2017-09-07T00:00:00,29.652663904903314
69,2017-09-08T00:00:00,30.97557700435158
70,2017-09-09T00:00:00,33.252232016638104
71,2017-09-10T00:00:00,34.250900801741864
72,2017-09-11T00:00:00,28.086514471717113
73,2017-09-12T00:00:00,27.08781793732664
74,2017-09-13T00:00:00,30.815160017399617
75,2017-09-14T00:00:00,30.045443321030653
76,2017-09-15T00:00:00,31.539094543442552
77,2017-09-16T00:00:00,34.13781718511711
78,2017-09-17T00:00:00,32.47743705436028
79,2017-09-18T00:00:00,24.88023233694861
80,2017-09-19T00:00:00,27.63720720219021
81,2017-09-20T00:00:00,28.622778348262994
82,2017-09-21T00:00:00,28.690194679272405
83,2017-09-22T00:00:00,32.00534441943822
84,2017-09-23T00:00:00,34.77676252499802
85,2017-09-24T00:00:00,31.657648922246345
86,2017-09-25T00:00:00,24.37541225035564
87,2017-09-26T00:00:00,28.025534712292323
88,2017-09-27T00:00:00,27.70725444624534
89,2017-09-28T00:00:00,27.826875868456785
